"lid","name","lat","lon","wfo","rfc","wrr","state","minor","moderate","major","date_produced","obj_or_subj","interval"
"TENN6","Tenmile River near Gaylordsville","41.658889","73.528889","ALY","NERFC","New England Region","NY","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"TFKM8","Jefferson River near Three Forks","45.897778","111.595833","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TFLW4","Lamar River near Tower Falls","44.928180","110.394270","RIW","MBRFC","Missouri Region","WY","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TGAO2","Canadian River near Taloga","36.054486","98.969541","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TGJP1","Tioga River at Tioga Junction","41.952500","77.115556","CTP","MARFC","Mid Atlantic Region","PA","0.61","0.06","< 0.05","01/05/2023","obj","JFM"
"THBI2","Mississippi River at Thebes","37.221667","89.463056","PAH","LMRFC","Upper Mississippi Region","IL","0.24","0.06","< 0.05","01/24/2023","obj","JFM"
"THNI2","Thorn Creek at Thornton","41.568167","87.608333","LOT","NCRFC","Upper Mississippi Region","IL","0.09","< 0.05","< 0.05","01/27/2023","obj","JFM"
"THRM8","Thompson River near Thompson Falls","47.591944","115.228611","MSO","NWRFC","Pacific Northwest Region","MT","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"TIDO3","Alsea River near Tidewater","44.385954","123.831778","PQR","NWRFC","Pacific Northwest Region","OR","< 0.05","-999.0","< 0.05","01/27/2023","obj","JFM"
"TIFM7","Elk River (MO) near Tiff City","36.631390","94.586670","SGF","ABRFC","Arkansas-White-Red Region","MO","0.1219","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TILO3","South Umpqua River near Tiller","42.930399","122.948387","MFR","NWRFC","Pacific Northwest Region","OR","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"TKSN4","Delaware River at Tocks Island","41.013333","75.086111","PHI","MARFC","Mid Atlantic Region","NJ","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"TKSN7","Tuckasegee River at Bryson City","35.427500","83.446944","GSP","LMRFC","Tennessee Region","NC","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"TKTA2","Talkeetna River at Railroad Bridge","62.326667","150.122778","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"TKUA2","Taku River near Canada Border","58.538611","133.700556","PAJK","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"TLCT2","Sulphur River near Talco","33.386200","95.132200","SHV","LMRFC","Arkansas-White-Red Region","TX","0.86","0.17","< 0.05","01/24/2023","obj","JFM"
"TLMO3","Wilson River near Tillamook","45.475833","123.725000","PQR","NWRFC","Pacific Northwest Region","OR","0.20","0.09","< 0.05","01/27/2023","obj","JFM"
"TLNG1","Conasauga River at Tilton","34.666667","84.928333","FFC","SERFC","South Atlantic-Gulf Region","GA","0.4847","0.113","< 0.05","12/14/2022","obj","DJF"
"TLSO2","Arkansas River at Tulsa","36.140556","96.006111","TSA","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TMAI4","Iowa River near Tama Hwy E49","41.964256","92.636550","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"TMLG1","Ochlockonee River near Thomasville (US 84)","30.875556","84.045556","TAE","SERFC","South Atlantic-Gulf Region","GA","0.6711","< 0.05","< 0.05","12/14/2022","obj","DJF"
"TMPM8","Milk River near Tampico","48.307778","106.822200","GGW","MBRFC","Missouri Region","MT","0.09","0.08","<0.05","1/24/2023","obj","JFM"
"TMVC3","Connecticut River at Thompsonville","41.987319","72.605833","BOX","NERFC","New England Region","CT","0.15","0.07","< 0.05","01/23/2023","obj","JFM"
"TNGK1","Stranger Creek near Tonganoxie","39.116389","95.010556","EAX","MBRFC","Missouri Region","KS","0.29","<0.05","<0.05","1/24/2023","obj","JFM"
"TNKP1","Tunkhannock Creek at Tunkhannock","41.558333","75.895000","BGM","MARFC","Mid Atlantic Region","PA","0.13","< 0.05","< 0.05","01/05/2023","obj","JFM"
"TNRK1","Kansas River at Turner Bridge","39.093056","94.710000","EAX","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TNZM7","North Fork White River near Tecumseh","36.623056","92.248056","SGF","LMRFC","Arkansas-White-Red Region","MO","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"TODA1","Black Warrior River at Oliver Lock and Dam","33.209167","87.596389","BMX","SERFC","South Atlantic-Gulf Region","AL","0.3521","0.0631","< 0.05","12/14/2022","obj","DJF"
"TODA4","Arkansas River at Toad Suck Lock and Dam","35.077222","92.539722","LZK","ABRFC","Arkansas-White-Red Region","AR","0.1365","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TOLW1","Tolt River near Carnation","47.695833","121.822778","SEW","NWRFC","Pacific Northwest Region","WA","0.29","0.12","0.06","01/27/2023","obj","JFM"
"TONA2","Tonsina River at Richardson Hwy Bridge","61.661389","145.183889","PAFC3","APRFC","Alaska Region","AK","< 0.05","< 0.05","-999.0","07/01/2022","obj","JAS"
"TONO2","Salt Fork Arkansas River at Tonkawa","36.671979","97.309489","OUN","ABRFC","Arkansas-White-Red Region","OK","0.0554","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TONW1","Okanogan River near Tonasket","48.632400","119.461700","OTX","NWRFC","Pacific Northwest Region","WA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"TOPK1","Soldier Creek near Topeka","39.099444","95.724722","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TOSM8","Missouri River at Toston","46.146572","111.420278","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TOTW1","Toutle River at Tower Road near Silver Lake","46.335000","122.840833","PQR","NWRFC","Pacific Northwest Region","WA","< 0.05","-999.0","< 0.05","01/27/2023","obj","JFM"
"TOWK1","Whitewater River (KS) near Towanda","37.796110","97.014160","ICT","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TOWN8","Souris River near Towner","48.351389","100.419444","BIS","NCRFC","Souris-Red-Rainy Region","ND","0.28","< 0.05","< 0.05","01/27/2023","obj","JFM"
"TOWP1","Susquehanna River at Towanda","41.765278","76.441111","BGM","MARFC","Mid Atlantic Region","PA","0.41","0.22","< 0.05","01/05/2023","obj","JFM"
"TOWV1","West River below Townshend Lake","43.051111","72.700556","ALY","NERFC","New England Region","VT","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"TPAK1","Kansas River at Topeka","39.066667","95.649444","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TPOK1","Marais Des Cygnes River near Trading Post","38.218611","94.612778","EAX","MBRFC","Missouri Region","KS","0.23","0.2","<0.05","1/24/2023","obj","JFM"
"TPOM6","Town Creek at Tupelo","34.235556","88.695833","MEG","SERFC","South Atlantic-Gulf Region","MS","0.1242","< 0.05","< 0.05","12/14/2022","obj","DJF"
"TPTM7","Mississippi River above Tiptonville","36.412438","89.537728","MEG","LMRFC","Lower Mississippi Region","MO","0.37","< 0.05","< 0.05","01/24/2023","obj","JFM"
"TRAC2","Taylor River near Taylor Park","38.860271","106.566697","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"TRAO3","Trask River near Tillamook","45.446218","123.710397","PQR","NWRFC","Pacific Northwest Region","OR","0.09","-999.0","< 0.05","01/27/2023","obj","JFM"
"TRBF1","Withlacoochee River (FL) at US 301 Trilby","28.479722","82.177778","TBW","SERFC","South Atlantic-Gulf Region","FL","0.0515","< 0.05","< 0.05","12/14/2022","obj","DJF"
"TRCM5","Turtle Creek near Austin","43.684700","93.039400","ARX","NCRFC","Upper Mississippi Region","MN","0.15","0.07","< 0.05","01/27/2023","obj","JFM"
"TREF1","Santa Fe River at Three Rivers Estates (in NAVD88)","29.932500","82.799167","JAX","SERFC","South Atlantic-Gulf Region","FL","0.6147","0.2735","0.1474","12/14/2022","obj","DJF"
"TREN4","Delaware River at Trenton","40.221667","74.778056","PHI","MARFC","Mid Atlantic Region","NJ","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"TREW3","Mississippi River at Trempealeau","43.999400","91.435600","ARX","NCRFC","Upper Mississippi Region","WI","0.13","< 0.05","< 0.05","01/27/2023","obj","JFM"
"TRLO2","Red River near Terral","33.878711","97.934480","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TRPA2","Twentymile River near Portage","60.898056","148.921944","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","-999.0","03/01/2020","obj","MAM"
"TRSO3","Thomas Creek near Scio","44.712067","122.770088","PQR","NWRFC","Pacific Northwest Region","OR","< 0.05","-999.0","< 0.05","01/27/2023","obj","JFM"
"TRTA2","Talkeetna River above RR Bridge","62.346944","150.016944","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","01/01/2023","obj","JFM"
"TRVM4","St. Joseph River (MI/IN) at Three Rivers","41.940300","85.632800","IWX","NCRFC","Great Lakes Region","MI","0.30","0.07","< 0.05","01/27/2023","obj","JFM"
"TRYM7","Cuivre River at Troy","39.008889","90.977500","LSX","NCRFC","Upper Mississippi Region","MO","0.23","0.07","< 0.05","01/27/2023","obj","JFM"
"TRYM8","Yaak River near Troy","48.561720","115.970139","MSO","NWRFC","Pacific Northwest Region","MT","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"TRYN6","Hudson River at Troy","42.752222","73.689444","ALY","NERFC","Mid Atlantic Region","NY","0.15","0.05","< 0.05","01/23/2023","obj","JFM"
"TRYO3","Grande Ronde River at Troy","45.945702","117.451009","PDT","NWRFC","Pacific Northwest Region","OR","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"TSCK1","Saline River (KS) at Tescott","39.003889","97.873333","TOP","MBRFC","Missouri Region","KS","0.07","<0.05","<0.05","1/24/2023","obj","JFM"
"TTZM7","Thompson River (IA/MO) near Trenton","40.069306","93.638028","EAX","MBRFC","Missouri Region","MO","0.21","0.05","<0.05","1/24/2023","obj","JFM"
"TUCO2","Canadian River near Mustang","35.324167","97.723611","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TURI4","Little Sioux River near Turin","41.964918","95.972103","OAX","MBRFC","Missouri Region","IA","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TWIM8","Jefferson River near Twin Bridges","45.614167","112.329167","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TWNM8","Beaverhead River near Twin Bridges","45.383611","112.451944","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"TWVM5","Wild Rice River (MN) at Twin Valley","47.265556","96.247500","FGF","NCRFC","Souris-Red-Rainy Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"TYAA2","Taiya River near Skagway","59.511944","135.344444","PAJK","APRFC","Alaska Region","AK","0.6704","0.3567","-999.0","07/01/2022","obj","JAS"
"TYLN5","Canadian River near Taylor Springs","36.297500","104.495556","ABQ","ABRFC","Arkansas-White-Red Region","NM","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"TYLW3","Tyler Forks River near Mellen","46.394722","90.590000","DLH","NCRFC","Great Lakes Region","WI","0.17","0.11","< 0.05","01/27/2023","obj","JFM"
"TYTM6","Bogue Chitto River near Tylertown","31.176944","90.280000","LIX","LMRFC","South Atlantic-Gulf Region","MS","0.85","0.57","0.25","01/24/2023","obj","JFM"
"UCHA2","Chena River at Mile 40 Bridge","64.901972","146.361333","PAFG","APRFC","Alaska Region","AK","0.4255","< 0.05","-999.0","07/01/2022","obj","JAS"
"UCRC2","Uncompahgre River near Ridgway","38.183879","107.745892","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"UEHN1","Logan Creek at Uehling","41.712616","96.521601","OAX","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"UINI2","Mississippi River at Quincy","39.932155","91.416115","LSX","NCRFC","Upper Mississippi Region","IL","0.07","< 0.05","< 0.05","01/27/2023","obj","JFM"
"UION1","Weeping Water Creek at Union","40.793927","95.911398","OAX","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"ULLM8","Smith River (MT) at Truly","47.356969","111.407830","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"ULMM8","Missouri River near Ulm","47.434967","111.388444","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"UNDN6","Susquehanna River at Unadilla","42.321389","75.316944","BGM","MARFC","Mid Atlantic Region","NY","0.29","< 0.05","< 0.05","01/05/2023","obj","JFM"
"UNNM7","Bourbeuse River at Union","38.444167","90.995556","LSX","NCRFC","Upper Mississippi Region","MO","0.31","< 0.05","< 0.05","01/27/2023","obj","JFM"
"UNVC3","Farmington River at Unionville","41.755547","72.887042","BOX","NERFC","New England Region","CT","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"URHM7","South Grand River near Urich","38.452222","94.004167","EAX","MBRFC","Missouri Region","MO","0.4","0.23","<0.05","1/24/2023","obj","JFM"
"VAUM8","Sun River near Vaughn","47.525778","111.511036","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"VBRA4","Lee Creek near Van Buren LCR","35.483889","94.392778","TSA","ABRFC","Arkansas-White-Red Region","AR","0.032","<0.05","<0.05","07/09/2015","obj","JAS"
"VBUA4","Arkansas River at Van Buren","35.431389","94.356111","TSA","ABRFC","Arkansas-White-Red Region","AR","0.1624","< 0.05","< 0.05","01/26/2023","obj","JFM"
"VCKM4","Portage River near Vicksburg","42.114768","85.485551","GRR","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VCKM6","Mississippi River at Vicksburg","32.315000","90.905833","JAN","LMRFC","Lower Mississippi Region","MS","0.21","0.12","0.07","01/24/2023","obj","JFM"
"VCRN8","Sheyenne River at Valley City","46.915556","98.010556","FGF","NCRFC","Souris-Red-Rainy Region","ND","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VCWK1","Vermillion Creek near Wamego","39.347778","96.217222","TOP","MBRFC","Missouri Region","KS","0.07","<0.05","<0.05","1/24/2023","obj","JFM"
"VDSG1","Withlacoochee River above Valdosta (Skipper Bridge Rd)","30.947222","83.272778","TAE","SERFC","South Atlantic-Gulf Region","GA","0.5823","< 0.05","< 0.05","12/14/2022","obj","DJF"
"VERN1","Ponca Creek at Verdel","42.811019","98.175124","OAX","MBRFC","Missouri Region","NE","0.08","<0.05","<0.05","1/24/2023","obj","JFM"
"VERS2","Vermillion River at Vermillion","42.817222","96.923889","FSD","MBRFC","Missouri Region","SD","0.14","0.14","<0.05","1/24/2023","obj","JFM"
"VERT2","Pease River near Vernon","34.179583","99.323333","OUN","ABRFC","Arkansas-White-Red Region","TX","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"VICM8","Bitterroot River at Bell Crossing near Victor","46.443333","114.122778","MSO","NWRFC","Pacific Northwest Region","MT","< 0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"VING1","Chattahoochee River at Atlanta","33.858889","84.454167","FFC","SERFC","South Atlantic-Gulf Region","GA","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"VINI4","Cedar River at Vinton","42.170828","92.023792","DVN","NCRFC","Upper Mississippi Region","IA","0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VIOW3","Kickapoo River at Viola","43.506100","90.673900","ARX","NCRFC","Upper Mississippi Region","WI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VLCM4","Menominee River at Vulcan","45.736667","87.863333","GRB","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VLLM7","Meramec River at Valley Park","38.546667","90.485000","LSX","NCRFC","Upper Mississippi Region","MO","0.26","0.17","0.08","01/27/2023","obj","JFM"
"VLVN8","Souris River at Velva","48.063889","100.928889","BIS","NCRFC","Souris-Red-Rainy Region","ND","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VLYM7","Blackwater River near Valley City","38.870000","93.621944","EAX","MBRFC","Missouri Region","MO","0.58","0.55","0.16","1/24/2023","obj","JFM"
"VNBM7","Current River at Van Buren","36.991389","91.013611","PAH","LMRFC","Arkansas-White-Red Region","MO","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"VNDI2","Kaskaskia River at Vandalia","38.959722","89.088889","LSX","NCRFC","Upper Mississippi Region","IL","0.78","0.25","0.08","01/27/2023","obj","JFM"
"VNMI4","Raccoon River (Central IA) at Van Meter","41.533878","93.949950","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VRDN1","Niobrara River near Verdel","42.739717","98.222742","OAX","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"VRPS2","East Fork Vermillion River near Parker","43.445278","97.109444","FSD","MBRFC","Missouri Region","SD","0.21","0.18","0.13","1/24/2023","obj","JFM"
"VRVC1","Ventura River at Foster Park","34.352220","119.308447","LOX","CNRFC","California Region","CA","0.21","0.13","< 0.05","01/27/2023","obj","JFM"
"VSSM4","Cass River at Vassar","43.370833","83.581111","DTX","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"VSTN6","Susquehanna River at Vestal","42.090833","76.056389","BGM","MARFC","Mid Atlantic Region","NY","0.51","0.22","< 0.05","01/05/2023","obj","JFM"
"WAAK1","Saline River (KS) near Wakeeney","39.106111","99.869722","DDC","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"WABM5","Mississippi River at Wabasha","44.387200","92.036900","ARX","NCRFC","Upper Mississippi Region","MN","0.32","0.08","< 0.05","01/27/2023","obj","JFM"
"WAKO2","Beaver Creek (OK) near Waurika","34.162778","98.008056","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"WALN6","West Branch Delaware River at Walton","42.166111","75.140278","BGM","MARFC","Mid Atlantic Region","NY","0.61","< 0.05","< 0.05","01/05/2023","obj","JFM"
"WANO2","Cimarron River near Waynoka","36.517256","98.879537","OUN","ABRFC","Arkansas-White-Red Region","OK","0.0584","< 0.05","< 0.05","01/26/2023","obj","JFM"
"WAPI4","Iowa River at Wapello","41.178086","91.182094","DVN","NCRFC","Upper Mississippi Region","IA","0.14","< 0.05","< 0.05","01/27/2023","obj","JFM"
"WAPN6","Wappingers Creek at Wappinger Falls","41.653056","73.873056","ALY","NERFC","Mid Atlantic Region","NY","0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"WASS2","Cheyenne River near Wasta","44.081098","102.401275","UNR","MBRFC","Missouri Region","SD","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"WATO2","North Canadian River near Watonga","35.811989","98.420905","OUN","ABRFC","Arkansas-White-Red Region","OK","0.0889","< 0.05","< 0.05","01/26/2023","obj","JFM"
"WATU1","White River (CO-UT) near Watson","39.978856","109.178727","GJT","CBRFC","Upper Colorado Region","UT","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"WATW3","Rock River at Watertown","43.188056","88.725833","MKX","NCRFC","Upper Mississippi Region","WI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"WAYT2","Prairie Dog Town Fork of the Red River at Wayside","34.837500","101.413611","AMA","ABRFC","Arkansas-White-Red Region","TX","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"WAYV2","South River at Waynesboro near Lyndhurst Road","38.057500","78.908333","LWX","MARFC","Mid Atlantic Region","VA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"WBCI4","Boone River (North Central IA) near Webster City","42.432005","93.805647","DMX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"WBRP1","Susquehanna River at Wilkes Barre","41.252778","75.879167","BGM","MARFC","Mid Atlantic Region","PA","0.40","0.08","< 0.05","01/05/2023","obj","JFM"
