"lid","name","lat","lon","wfo","rfc","wrr","state","minor","moderate","major","date_produced","obj_or_subj","interval"
"LANM5","Cedar River at Lansing","43.746400","92.958300","ARX","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LAPC2","Purgatoire River near Las Animas","38.034222","103.201417","PUB","ABRFC","Arkansas-White-Red Region","CO","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LATI2","Rock River at Latham Park","42.368633","89.057261","LOT","NCRFC","Upper Mississippi Region","IL","0.18","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LAWK1","Wakarusa River near Lawrence","38.911389","95.260833","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LAWV2","Meherrin River near Lawrenceville","36.716667","77.831944","AKQ","SERFC","South Atlantic-Gulf Region","VA","0.5849","< 0.05","< 0.05","12/14/2022","obj","DJF"
"LBBL1","Bayou Bodcau at Bayou Bodcau Lake","32.702370","93.510450","SHV","LMRFC","Arkansas-White-Red Region","LA","0.77","0.12","< 0.05","01/24/2023","obj","JFM"
"LBNN8","Sheyenne River at Lisbon","46.446944","97.678889","FGF","NCRFC","Souris-Red-Rainy Region","ND","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LBRG1","Ocmulgee River at Lumber City","31.919917","82.674056","FFC","SERFC","South Atlantic-Gulf Region","GA","0.2869","< 0.05","< 0.05","12/14/2022","obj","DJF"
"LBRN7","Lumber River at Lumberton","34.633611","79.037778","ILM","SERFC","South Atlantic-Gulf Region","NC","0.616","0.0683","< 0.05","12/14/2022","obj","DJF"
"LBUL1","Bayou Dorcheat at Lake Bistineau","32.328300","93.431100","SHV","LMRFC","Arkansas-White-Red Region","LA","0.63","0.20","0.06","01/24/2023","obj","JFM"
"LBVT1","Buffalo River near Lobelville","35.812222","87.778889","OHX","LMRFC","Tennessee Region","TN","0.33","0.11","< 0.05","01/24/2023","obj","JFM"
"LCAL1","Bayou D'Arbonne at Lake Claiborne","32.740800","92.903100","SHV","LMRFC","Lower Mississippi Region","LA","0.29","0.12","0.05","01/24/2023","obj","JFM"
"LCBT2","Wolf Creek at Lipscomb","36.238611","100.275278","AMA","ABRFC","Arkansas-White-Red Region","TX","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LCCC2","Lost Canyon Creek above Dolores","37.446105","108.469256","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"LCGK1","Marais Des Cygnes River at La Cygne","38.345278","94.772222","EAX","MBRFC","Missouri Region","KS","0.35","0.17","<0.05","1/24/2023","obj","JFM"
"LCHL1","Calcasieu River at Saltwater Barrier","30.253611","93.218056","LCH","LMRFC","Lower Mississippi Region","LA","0.93","0.06","< 0.05","01/24/2023","obj","JFM"
"LCMI3","Little Calumet River at Munster","41.577500","87.522222","LOT","NCRFC","Upper Mississippi Region","IN","0.26","0.09","0.06","01/27/2023","obj","JFM"
"LCNM3","Concord River at Lowell","42.636758","71.302005","BOX","NERFC","New England Region","MA","0.11","< 0.05","< 0.05","01/23/2023","obj","JFM"
"LCNN1","Salt Creek at Lincoln (27th Street)","40.846760","96.681600","OAX","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LCOL1","Big Cypress Creek at Mooringsport (Caddo Lake)","32.697778","93.957778","SHV","LMRFC","Arkansas-White-Red Region","LA","0.19","0.05","< 0.05","01/24/2023","obj","JFM"
"LCPK1","Kansas River at Lecompton","39.051111","95.386111","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LCRA4","St. Francis River at Lake City","35.820833","90.432500","MEG","LMRFC","Lower Mississippi Region","AR","0.21","< 0.05","< 0.05","01/24/2023","obj","JFM"
"LCRM5","Mississippi River at La Crescent","43.866700","91.308300","ARX","NCRFC","Upper Mississippi Region","MN","0.12","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LCSN6","Cayuga Creek at Lancaster","42.890000","78.645278","BUF","NERFC","Great Lakes Region","NY","0.07","< 0.05","< 0.05","01/23/2023","obj","JFM"
"LCVN5","Mora River at La Cueva","35.945000","105.255833","ABQ","ABRFC","Arkansas-White-Red Region","NM","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LDBL1","Bayou D'Arbonne at Lake D&#039;Arbonne","32.713290","92.340760","SHV","LMRFC","Lower Mississippi Region","LA","0.42","0.29","0.07","01/24/2023","obj","JFM"
"LDKM8","Missouri River near Landusky","47.631431","108.687744","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LDLK1","Beaver Creek at Ludell","39.848056","100.961111","GLD","MBRFC","Missouri Region","KS","0.1","<0.05","<0.05","1/24/2023","obj","JFM"
"LDRI2","Des Plaines River at Lincolnshire","42.200556","87.918056","LOT","NCRFC","Upper Mississippi Region","IL","0.06","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LDYN6","Tioga River at Lindley","42.028611","77.132500","BGM","MARFC","Mid Atlantic Region","NY","0.11","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LECI4","Mississippi River at LeClaire","41.574444","90.403056","DVN","NCRFC","Upper Mississippi Region","IA","0.10","0.08","0.05","01/27/2023","obj","JFM"
"LEDC2","Arkansas River near Leadville","39.249000","106.348111","PUB","ABRFC","Arkansas-White-Red Region","CO","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LEEV2","Goose Creek near Leesburg","39.019444","77.577778","LWX","MARFC","Mid Atlantic Region","VA","0.17","0.07","< 0.05","01/05/2023","obj","JFM"
"LEKM6","Chickasawhay River at Leakesville","31.148611","88.548056","MOB","LMRFC","South Atlantic-Gulf Region","MS","> 0.95","0.34","0.07","01/24/2023","obj","JFM"
"LEMI2","Des Plaines River near Lemont","41.672222","88.029444","LOT","NCRFC","Upper Mississippi Region","IL","0.24","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LEPO2","Verdigris River near Lenapah","36.851111","95.585833","TSA","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LERI1","Lemhi River near Lemhi","44.940000","113.637778","MSO","NWRFC","Pacific Northwest Region","ID","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LESN1","Platte River near Leshara","41.319747","96.404442","OAX","MBRFC","Missouri Region","NE","0.14","0.05","<0.05","1/24/2023","obj","JFM"
"LEVK1","Missouri River at Leavenworth","39.326999","94.909559","EAX","MBRFC","Missouri Region","KS","0.06","<0.05","<0.05","1/24/2023","obj","JFM"
"LEWN1","North Platte River at Lewellen","41.316944","102.125556","LBF","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LFGC2","Gunnison River above Gateview","38.298889","107.229444","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","03/11/2015","obj","MAM"
"LGEM8","Lodge Creek below McRae Creek at International Boundary","49.005278","109.717222","TFX","MBRFC","Missouri Region","MT","0.48","0.09","<0.05","1/24/2023","obj","JFM"
"LGLW3","Wolf River (WI) at Langlade","45.190000","88.733333","GRB","NCRFC","Great Lakes Region","WI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LGNI4","Boyer River at Logan","41.641790","95.782739","OAX","MBRFC","Missouri Region","IA","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LGNN5","Revuelto Creek near Logan","35.344444","103.389722","ABQ","ABRFC","Arkansas-White-Red Region","NM","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LGNN8","Souris River at Logan","48.153056","101.153333","BIS","NCRFC","Souris-Red-Rainy Region","ND","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LGNO3","Grande Ronde River near Perry","45.354444","118.191389","PDT","NWRFC","Pacific Northwest Region","OR","< 0.05","< 0.05","-999.0","01/27/2023","obj","JFM"
"LGNU1","Logan River near Logan","41.743264","111.782720","SLC","CBRFC","Great Basin Region","UT","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"LGPM5","Long Prairie River at Long Prairie","45.975000","94.865900","MPX","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LGRM7","Mississippi River at LaGrange","40.039715","91.497402","LSX","NCRFC","Upper Mississippi Region","MO","0.06","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LHTP1","Lehigh River at Lehighton","40.829167","75.705556","PHI","MARFC","Mid Atlantic Region","PA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LHVP1","West Branch Susquehanna River at Lock Haven","41.138056","77.442222","CTP","MARFC","Mid Atlantic Region","PA","0.10","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LIES2","Grand River (SD) near Little Eagle","45.657778","100.817778","ABR","MBRFC","Missouri Region","SD","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LIKF1","Suwannee River near Suwannee Springs (in NAVD88)","30.392778","82.933333","JAX","SERFC","South Atlantic-Gulf Region","FL","0.1518","0.0617","< 0.05","12/14/2022","obj","DJF"
"LILC2","Little Snake River near Lily","40.549017","108.424322","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"LING1","Line Creek at Highway 85 near Senoia","33.319167","84.522222","FFC","SERFC","South Atlantic-Gulf Region","GA","0.4459","< 0.05","< 0.05","12/14/2022","obj","DJF"
"LINK1","Saline River (KS) at Lincoln","39.028319","98.150160","ICT","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LIRV2","James River (VA) at Lick Run","37.773611","79.784444","RNK","MARFC","Mid Atlantic Region","VA","0.38","0.08","< 0.05","01/05/2023","obj","JFM"
"LISK1","Rock Creek (KS) at Louisville","39.249167","96.314722","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LITA4","Arkansas River at Little Rock","34.749722","92.269167","LZK","ABRFC","Arkansas-White-Red Region","AR","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LITF1","Alafia River (FL) at Lithia Pinecrest Road at Lithia","27.871944","82.211389","TBW","SERFC","South Atlantic-Gulf Region","FL","0.101","< 0.05","< 0.05","12/14/2022","obj","DJF"
"LIVM8","Yellowstone River near Livingston","45.597211","110.566497","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LKCM5","Mississippi River at Lake City","44.466700","92.263900","ARX","NCRFC","Upper Mississippi Region","MN","0.11","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LKCM7","Little Blue River (MO) near Lake City","39.100556","94.300278","EAX","MBRFC","Missouri Region","MO","0.16","<0.05","<0.05","1/24/2023","obj","JFM"
"LLLN7","Cape Fear River at Lillington","35.406111","78.813333","RAH","SERFC","South Atlantic-Gulf Region","NC","0.1019","< 0.05","< 0.05","12/14/2022","obj","DJF"
"LLRW4","Laramie River at Laramie","41.327778","105.607420","CYS","MBRFC","Missouri Region","WY","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LMAC2","Arkansas River at Lamar","38.105792","102.618206","PUB","ABRFC","Arkansas-White-Red Region","CO","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LMCN8","Little Muddy River near Williston","48.284444","103.572500","BIS","MBRFC","Missouri Region","ND","0.17","0.13","<0.05","1/24/2023","obj","JFM"
"LMGM6","Tallahatchie River near Lambert","34.180556","90.215278","MEG","LMRFC","Lower Mississippi Region","MS","0.12","< 0.05","< 0.05","01/24/2023","obj","JFM"
"LMRI4","Floyd River at Le Mars","42.800278","96.173889","FSD","MBRFC","Missouri Region","IA","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LNCP1","Conestoga River at Lancaster","40.050000","76.277500","CTP","MARFC","Mid Atlantic Region","PA","0.10","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LNDK1","Salt Creek (LNDK1) at Lyndon","38.601389","95.684444","TOP","MBRFC","Missouri Region","KS","0.15","<0.05","<0.05","1/24/2023","obj","JFM"
"LNDO2","Washita River at Lindsay","34.818100","97.598300","OUN","ABRFC","Arkansas-White-Red Region","OK","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LNEK1","Pottawatomie Creek at Lane","38.443889","95.083889","TOP","MBRFC","Missouri Region","KS","0.06","0.05","<0.05","1/24/2023","obj","JFM"
"LNGP1","Neshaminy Creek near Langhorne","40.173889","74.957222","PHI","MARFC","Mid Atlantic Region","PA","0.34","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LNMI2","Spoon River (W-IL) at London Mills","40.707778","90.280000","ILX","NCRFC","Upper Mississippi Region","IL","0.36","0.05","< 0.05","01/27/2023","obj","JFM"
"LNNI4","Little Sioux River at Linn Grove","42.895833","95.243056","FSD","MBRFC","Missouri Region","IA","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LNRI2","Vermilion River (N-IL) near Leonore","41.208333","88.930833","LOT","NCRFC","Upper Mississippi Region","IL","0.15","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LNRK1","N F Solomon River at Lenora","39.615278","100.001667","GLD","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LNSI4","Mississippi River at Lansing","43.360300","91.213100","ARX","NCRFC","Upper Mississippi Region","IA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LNSK1","Smoky Hill River at Lindsborg","38.563880","97.666110","ICT","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LNSM4","Grand River at Lansing","42.750590","84.555257","GRR","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LNSM5","South Branch Root River at Lanesboro","43.721900","91.978600","ARX","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LNTI4","Iowa River near Lone Tree (Tri-County Bridge)","41.423778","91.478528","DVN","NCRFC","Upper Mississippi Region","IA","0.06","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LODN4","Saddle River at Lodi","40.890278","74.080833","OKX","MARFC","Mid Atlantic Region","NJ","0.18","0.10","< 0.05","01/05/2023","obj","JFM"
"LOGM6","Tallahatchie River at Locopolis","33.975833","90.257778","MEG","LMRFC","Lower Mississippi Region","MS","0.75","0.14","< 0.05","01/24/2023","obj","JFM"
"LOGM8","Gallatin River at Logan","45.885356","111.438286","TFX","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LOUN1","Platte River at Louisville","41.014969","96.157260","OAX","MBRFC","Missouri Region","NE","0.09","0.05","<0.05","1/24/2023","obj","JFM"
"LOUN7","Tar River at Louisburg","36.093056","78.296111","RAH","SERFC","South Atlantic-Gulf Region","NC","0.168","0.0506","< 0.05","12/14/2022","obj","DJF"
"LOVC2","Plum Creek (CO) near Sedalia","39.438300","104.982500","BOU","MBRFC","Missouri Region","CO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LOVG1","Flint River near Lovejoy","33.415556","84.384722","FFC","SERFC","South Atlantic-Gulf Region","GA","0.3099","< 0.05","< 0.05","12/14/2022","obj","DJF"
"LOWM3","Merrimack River at Lowell","42.645925","71.298394","BOX","NERFC","New England Region","MA","0.13","0.07","< 0.05","01/23/2023","obj","JFM"
"LOWN7","South Fork Catawba River at Lowell","35.285278","81.101111","GSP","SERFC","South Atlantic-Gulf Region","NC","0.1648","0.0949","< 0.05","12/14/2022","obj","DJF"
"LOYP1","Loyalsock Creek at Loyalsockville","41.325000","76.912778","CTP","MARFC","Mid Atlantic Region","PA","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LPHC2","La Plata River above Hesperus","37.289722","108.040628","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","03/11/2015","obj","MAM"
"LPOL1","Tickfaw River at Liverpool","30.930556","90.673333","LIX","LMRFC","South Atlantic-Gulf Region","LA","0.40","< 0.05","< 0.05","01/24/2023","obj","JFM"
"LRYA1","Tombigbee River near Leroy","31.486831","87.908865","MOB","SERFC","South Atlantic-Gulf Region","AL","0.9396","0.1212","< 0.05","12/14/2022","obj","DJF"
"LRYK1","Neosho River at Le Roy","38.076944","95.634167","TOP","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LSDW1","Little Spokane River at Dartford","47.784610","117.404380","OTX","NWRFC","Pacific Northwest Region","WA","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LSDW4","Little Snake River near Dixon","41.028528","107.548861","CYS","CBRFC","Upper Colorado Region","WY","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"LSHA2","Little Susitna River at Parks Hwy Bridge","61.626667","149.800833","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"LSLI2","Illinois River near La Salle","41.323611","89.110833","LOT","NCRFC","Upper Mississippi Region","IL","0.55","0.09","< 0.05","01/27/2023","obj","JFM"
"LSON1","North Platte River at Lisco","41.490000","102.624722","LBF","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LSRC2","Little Snake River near Slater","40.999410","107.143388","GJT","CBRFC","Upper Colorado Region","CO","<0.05","<0.05","<0.05","03/11/2015","obj","MAM"
"LSUA2","Little Susitna River below Hatcher Pass Bridge","61.710278","149.229722","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","< 0.05","03/01/2020","obj","MAM"
"LTFN4","Passaic River at Little Falls","40.884722","74.226111","PHI","MARFC","Mid Atlantic Region","NJ","0.31","0.19","0.12","01/05/2023","obj","JFM"
"LTLN6","Mohawk River at Little Falls","43.014722","74.779444","ALY","NERFC","Mid Atlantic Region","NY","0.08","< 0.05","< 0.05","01/23/2023","obj","JFM"
"LUKM2","North Branch Potomac River at Luke","39.478889","79.063889","LWX","MARFC","Mid Atlantic Region","MD","< 0.05","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LUPC2","South Platte River at Fort Lupton","40.116100","104.818100","BOU","MBRFC","Missouri Region","CO","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LURF1","Suwannee River at Luraville - SR 51 (in NAVD88)","30.099722","83.171667","TAE","SERFC","South Atlantic-Gulf Region","FL","0.2078","< 0.05","< 0.05","12/14/2022","obj","DJF"
"LURM6","Tallahala Creek at Laurel","31.680800","89.115500","JAN","LMRFC","South Atlantic-Gulf Region","MS","0.90","0.42","0.10","01/24/2023","obj","JFM"
"LUSM7","Mississippi River at Louisiana","39.452500","91.046667","LSX","NCRFC","Upper Mississippi Region","MO","0.31","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LUVM5","Rock River at Luverne","43.654167","96.201111","FSD","MBRFC","Missouri Region","MN","0.06","<0.05","<0.05","1/24/2023","obj","JFM"
"LVNA1","Sucarnoochee River at Livingston","32.573611","88.193333","BMX","SERFC","South Atlantic-Gulf Region","AL","0.6341","0.1212","< 0.05","12/14/2022","obj","DJF"
"LVNM8","Musselshell River near Lavina","46.289056","108.937611","BYZ","MBRFC","Missouri Region","MT","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LVRN6","Onondaga Lake at Liverpool","43.100278","76.209444","BGM","NERFC","Great Lakes Region","NY","0.028","<0.05","<0.05","05/05/2015","obj","MJJ"
"LWBP1","West Branch Susquehanna River at Lewisburg","40.967585","76.876354","CTP","MARFC","Mid Atlantic Region","PA","0.30","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LWLM4","Grand River at Lowell","42.925140","85.342900","GRR","NCRFC","Great Lakes Region","MI","0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LWRK1","Kansas River at Lawrence","38.974167","95.235833","TOP","MBRFC","Missouri Region","KS","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"LWSP1","Juniata River at Lewistown","40.594444","77.582778","CTP","MARFC","Mid Atlantic Region","PA","0.12","< 0.05","< 0.05","01/05/2023","obj","JFM"
"LXHC2","Arkansas River at La Junta","37.990556","103.531944","PUB","ABRFC","Arkansas-White-Red Region","CO","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LYMM6","Biloxi River near Lyman","30.488333","89.035833","LIX","LMRFC","South Atlantic-Gulf Region","MS","0.69","0.14","< 0.05","01/24/2023","obj","JFM"
"LYNK1","Cow Creek (KS) at Lyons","38.308333","98.193055","ICT","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"LYNW3","Mississippi River at Lynxville","43.211600","91.095000","ARX","NCRFC","Upper Mississippi Region","WI","0.07","< 0.05","< 0.05","01/27/2023","obj","JFM"
"LYWV2","South Fork Shenandoah River near Lynnwood","38.322500","78.755000","LWX","MARFC","Mid Atlantic Region","VA","0.16","0.08","< 0.05","01/05/2023","obj","JFM"
"MACA2","MacLaren River at Denali Hwy","63.119444","146.520833","PAFC3","APRFC","Alaska Region","AK","< 0.05","< 0.05","-999.0","03/01/2020","obj","MAM"
"MACF1","St. Marys River near Macclenny","30.358611","82.081667","JAX","SERFC","South Atlantic-Gulf Region","FL","0.6813","0.183","< 0.05","12/14/2022","obj","DJF"
"MACG1","Ocmulgee River at 5th Street Bridge at Macon","32.838611","83.620556","FFC","SERFC","South Atlantic-Gulf Region","GA","0.7178","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MACK1","Rattlesnake Creek (KS) near Macksville","37.871277","98.875899","DDC","ABRFC","Arkansas-White-Red Region","KS","< 0.05","< 0.05","< 0.05","01/26/2023","obj","JFM"
"MAGL1","Amite River at Magnolia","30.534722","90.980556","LIX","LMRFC","South Atlantic-Gulf Region","LA","< 0.05","< 0.05","< 0.05","01/24/2023","obj","JFM"
"MALF1","Chipola River at Marianna (US 90)","30.772778","85.216389","TAE","SERFC","South Atlantic-Gulf Region","FL","0.1575","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MALM8","Milk River at Malta","48.361667","107.863056","GGW","MBRFC","Missouri Region","MT","0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MANN7","Little River at Manchester","35.193611","78.985556","RAH","SERFC","South Atlantic-Gulf Region","NC","0.2218","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MAPI4","Maple River at Mapleton","42.156773","95.810308","OAX","MBRFC","Missouri Region","IA","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MAQI4","Maquoketa River near Maquoketa","42.083353","90.632912","DVN","NCRFC","Upper Mississippi Region","IA","0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MARM4","Kalamazoo River at Marshall","42.264764","84.963870","GRR","NCRFC","Great Lakes Region","MI","0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MARN7","French Broad River near Marshall","35.786389","82.660833","GSP","LMRFC","Tennessee Region","NC","0.10","< 0.05","< 0.05","01/24/2023","obj","JFM"
"MASM1","Aroostook River at Masardis","46.523056","68.371667","CAR","NERFC","New England Region","ME","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"MATA2","Matanuska River at Old Glenn Hwy","61.608611","149.073056","PAFC","APRFC","Alaska Region","AK","< 0.05","< 0.05","-999.0","03/01/2020","obj","MAM"
"MATM1","Mattawamkeag River at Mattawamkeag","45.501111","68.305833","CAR","NERFC","New England Region","ME","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"MAWN4","Ramapo River at Mahwah","41.097500","74.163333","OKX","MARFC","Mid Atlantic Region","NJ","0.19","0.09","< 0.05","01/05/2023","obj","JFM"
"MAYM3","Assabet River at Maynard","42.432038","71.449785","BOX","NERFC","New England Region","MA","0.38","0.13","< 0.05","01/23/2023","obj","JFM"
"MAYM5","South Fork Crow River near Mayer","44.905500","93.885500","MPX","NCRFC","Upper Mississippi Region","MN","0.10","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MBGW2","Opequon Creek near Martinsburg","39.423611","77.938889","LWX","MARFC","Mid Atlantic Region","WV","0.66","0.26","< 0.05","01/05/2023","obj","JFM"
"MBLC2","Yampa River near Maybell","40.502747","108.033415","GJT","CBRFC","Upper Colorado Region","CO","<0.05","-999.0","-999.0","01/27/2023","obj","JFM"
"MCAA2","Montana Creek at Mendenhall Loop Bridge","58.397800","134.608900","PAJK","APRFC","Alaska Region","AK","0.7613","0.2434","0.127","07/01/2022","obj","JAS"
"MCAM5","Rum River near Milaca 8NNE","45.866000","93.690600","MPX","NCRFC","Upper Mississippi Region","MN","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MCAW3","Menominee River near McAllister","45.325833","87.663333","GRB","NCRFC","Great Lakes Region","WI","0.07","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MCDA2","Chena River near Chena Lakes","64.800833","147.227778","PAFG","APRFC","Alaska Region","AK","<0.05","-999","-999","09/04/2014","obj","SON"
"MCGI4","Mississippi River at McGregor","43.027000","91.172200","ARX","NCRFC","Upper Mississippi Region","IA","0.16","0.07","< 0.05","01/27/2023","obj","JFM"
"MCGL1","Atchafalaya River at Morgan City","29.696389","91.210833","LCH","LMRFC","Lower Mississippi Region","LA","0.667","0.183","0.033","02/19/2014","subj","FMA"
"MCHI4","Maquoketa River at Manchester Hwy 20","42.469988","91.448715","DVN","NCRFC","Upper Mississippi Region","IA","0.07","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MCKG1","Muckalee Creek near Leesburg (SR 195)","31.776111","84.139444","TAE","SERFC","South Atlantic-Gulf Region","GA","0.2056","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MCKN1","Driftwood Creek near McCook","40.145833","100.672778","GLD","MBRFC","Missouri Region","NE","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
"MCKN6","Moose River at McKeever","43.610278","75.110556","BUF","NERFC","Great Lakes Region","NY","< 0.05","< 0.05","< 0.05","01/23/2023","obj","JFM"
"MCKN7","S Yadkin River below Foster Rd. 6 SW Mocksville","35.845000","80.658900","GSP","SERFC","South Atlantic-Gulf Region","NC","< 0.05","< 0.05","< 0.05","12/14/2022","obj","DJF"
"MCLM4","N. Br. Clinton River near Mount Clemens","42.629167","82.890278","DTX","NCRFC","Great Lakes Region","MI","< 0.05","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MCLM6","Leaf River near McLain","31.107414","88.808333","MOB","LMRFC","South Atlantic-Gulf Region","MS","0.89","0.53","0.11","01/24/2023","obj","JFM"
"MCLU1","McLeod Creek near Park City","40.688039","111.533719","SLC","CBRFC","Great Basin Region","UT","<0.05","<0.05","<0.05","01/27/2023","obj","JFM"
"MCMO3","South Yamhill River at McMinnville","45.206944","123.181667","PQR","NWRFC","Pacific Northwest Region","OR","0.13","0.10","< 0.05","01/27/2023","obj","JFM"
"MCNM6","Noxubee River at Macon","33.072400","88.558778","JAN","SERFC","South Atlantic-Gulf Region","MS","0.7311","0.14","< 0.05","12/14/2022","obj","DJF"
"MCPN4","Pequannock River at Macopin","41.018333","74.401111","PHI","MARFC","Mid Atlantic Region","NJ","0.46","0.08","< 0.05","01/05/2023","obj","JFM"
"MCWI4","Winnebago River (Northern IA) at Mason City","43.164962","93.192703","DMX","NCRFC","Upper Mississippi Region","IA","0.14","< 0.05","< 0.05","01/27/2023","obj","JFM"
"MDAN8","Little Missouri River at Medora","46.919444","103.527778","BIS","MBRFC","Missouri Region","ND","<0.05","<0.05","<0.05","1/24/2023","obj","JFM"
